Classificação (FioCruz),Sentença,Resposta
,Como é o tratamento?,"Não existe tratamento específico para infecções causadas por coronavírus humano. No caso do coronavírus é indicado repouso e consumo de bastante água, além de algumas medidas adotadas para aliviar os sintomas, como uso de medicamento para dor e febre (antitérmicos e analgésicos). Assim que os primeiros sintomas surgirem, é fundamental buscar isolamento doméstico. Apenas em caso de piora dos sintomas, como persistência da febre e dificuldade de respirar, deve-se buscar atendimento na unidade básica de saúde mais próxima."
,O corpo cria imunidade contra o vírus ou é possível ser contaminado mais de uma vez?,Não existe comprovação científica suficiente para afirmar se confere imunidade. Em alguns locais foram relatados re-infecções.
,Qual a diferença entre gripe e o novo coronavírus?,"No início da doença, não existe diferença quanto aos sinais e sintomas de uma infecção pelo novo coronavírus em comparação com os demais vírus. Por isso, é importante ficar atento às áreas de transmissão local e comunitária."
,"O álcool 92% é eficiente? E o álcool de cereais 93%, eles têm a mesma função do álcool gel 70%?","O uso de álcool 92% não é recomendável,por risco de acidentes e danos nos tecidos. Já o uso do álcool de cereais 93% érecomendado apenas para preparações de essências e demais usos no comércio."
,Como são definidos os casos suspeitos do boletim diário?,"Através da Notificação Compulsória por meio de Sistema de Informação. Todo caso que enquadra como suspeito é notificado e enviado para o CIEVS MINAS, onde o COES, equipe do Boletim coleta os dados apurados pelo CIEVS e emite o Boletim.“Caso suspeito é todo indivíduo com quadro respiratório agudo, notificado pelo serviço de saúde com suspeita de infecção humana pelo SARS-COV-2 – Doença pelo Coronavírus COVID-19”.Os casos suspeitos de COVID-19 aguardam a realização de exames laboratoriais e levantamento de informações clínicas e epidemiológicas."
,Há risco de contaminação pelo novo coronavírus quando em contato com embalagens ou produtos enviados do exterior?,"Neste momento, a Organização Mundial da Saúde (OMS) desaconselha a aplicação de quaisquer restrições ao comércio. Segundo a OMS, é seguro receber encomendas de países que já notificaram casos confirmados. Por experiência com outros coronavírus, sabemos que esses tipos de vírus não sobrevivem por muito tempo em objetos, como cartas ou pacotes. Além disso, a transmissão se dá por via respiratória, de pessoa a pessoa."
,Existe alguma orientação específica com relação às gestantes?,"A infecção pelo COVID-19 é uma doença de aparecimento recente e, por isso, ainda não há conhecimento específico sobre o tema que permita a elaboração de protocolos assistenciais obstétricos específicos. As orientações atuais derivam da analogia com infecções causadas por​ vírus da mesma família que o COVID-19 e outros vírus, como CoV-SARS, CoV-MERS e H1N1. Sendo assim, éaltamente recomendável que as equipes de saúde se organizem para garantir que as gestantes permaneçam o mínimo de tempo necessário para a realização das consultas de rotina de pré-natal, evitando ao máximo aglomerações em salas de esperas. Também se justifica, no momento atual, a suspensão temporária dos grupos operativos de gestantes.Para o atendimento de gestante, em serviços de saúde, classificada como “caso suspeito” a grávida em atendimento deverá utilizar máscara​ de proteção e o profissional deverá utilizar equipamentos de proteção individual (EPI) que inclui máscara, luvas, óculos e avental. Além disso, o acompanhamento pré-natal das gestantes com suspeita de infecção pelo COVID-19 deverá ser mantido no nível assistêncial em que a gestante já estava sendo atendida anteriormente, ou seja, as gestantes de risco habitual continuarão na Atenção Primária à Saúde (APS) e as de alto risco, deverão manter o atendimento no nível secundário (pré-natal de alto risco).Ressaltamos que as medidas de prevenção e controle estão em constante atualização, e é fundamental acompanhar, visto que a situação epidemiológica é dinâmica e a orientação pode ser alterada a qualquer momento."
,O COVID-19 pode causar problemas durante a gravidez?,"Até o momento, as publicaçõesdisponíveis sugerem que a evolução da infecção pelo COVID-19 na gestaçãonão é diferente do mesmo grupo da faixa etária, ou seja, não há dados de queo COVID-19 cause outros problemas durante a gravidez ou afeta saúde do fetoe do recém-nascido."
,O COVID-19 pode ser passado de uma mulher grávida para o feto ou recém-nascido?,"Até o presente momento, nenhum recém-nascido de mãe com COVID-19 apresentouresultado positivo para o vírus COVID-19."
,Qual serviço de saúde deve acompanhar o pré-natal das gestantes com suspeita de infecção pelo COVID-19 ?,"O acompanhamento pré-natal das gestantes com suspeita de infecçãopelo COVID-19 deverá ser mantido no nível assistencial em que a gestante jáestava sendo atendida anteriormente, ou seja, as gestantes de risco habitualcontinuarão na Atenção Primária à Saúde (APS) e as de alto risco, deverãomanter o atendimento no nível secundário (pré-natal de alto risco). Asgestantes que ainda não tiverem iniciado o pré-natal devem ser orientadas aprocurar a APS o quanto antes para agendamento da primeira consulta."
,Existe evidência sobre a melhor via de parto para a mãe e o bebê?,"Nesta fase da epidemia pouco se sabe sobre a melhor via de parto, considerando o que seria melhor para a mãe e para o feto. Por analogia com mulheres infectadas pelo H1N1, CoV-SARS ou CoV-MERS, mulheres em boas condições gerais, sem restrição respiratória e sem comprometimento dos níveis de saturação de O2 podem se beneficiar do parto vaginal, assim como o feto. No entanto, naquelas com restrição respiratória, a interrupção da gravidez por cesárea, a despeito do risco anestésico, parece ser a melhor opção."
,Quais são as orientações provisórias sobre aleitamento materno para mãe confirmada ou sob investigação para COVID-19?,"A amamentação pode ser mantida para puérperas infectadas por estevírus. Orientação divulgada pela OMS sugere que puérperas em bom estadogeral deveriam manter a amamentação utilizando máscaras de proteção ehigienização prévia das mãos.Se a lactante estiver na fase aguda da doença e a equipe sentir-se insegura deliberar o contato direto, o leite pode ser ordenhado e ofertado ao neonato. Osriscos e benefícios da separação temporária da mãe e do bebê devem serdiscutidos com a mãe pela equipe de saúde."
,Há alguma recomendação especial para pessoa com deficiência?,"É importante observar que ser uma pessoa com deficiência não significa por si só queela apresente maior vulnerabilidade ao novo coronavírus. Entretanto, entre as pessoascom deficiência há as que têm maior vulnerabilidade e precisam da maior atenção paraevitar o contágio: pessoas com restrições respiratórias; com condições autoimunes;pessoas acima de 60 anos; pessoas com doenças associadas como diabetes, hipertensãoarterial, doenças do coração e pulmão; doenças neurológicas e pessoas em tratamentode câncer.Para aquelas pessoas que possuem algum tipo de deficiência e que dependem de auxíliopara comer, vestir-se e higienizar-se, o distanciamento social e o isolamento pessoalpodem ser difíceis. Por isso, as medidas de higienização devem ser reforçadas.Para as pessoas que utilizam órteses, próteses e meios auxiliares de locomoção, oscuidados de higienização destes dispositivos devem ser redobrados, conformeorientações recebidas pelo serviço de referência."
,PCD | Por que os serviços de reabilitação foram suspensos temporariamente ou parcialmente?,"A Coordenação de Atenção à Saúde da Pessoa com Deficiência do Estado de MinasGerais tem como principal prioridade zelar pela saúde e segurança das pessoas comdeficiência, que fazem uso dos serviços de reabilitação da Rede de Cuidados da Pessoacom Deficiência (RCPD), bem como de seus familiares, e dos profissionais que atuam nosserviços. Como medida de prevenção e contenção à propagação do novo coronavírus foinecessária a suspensão temporária dos atendimentos dos serviços considerados deatendimentos eletivos até que a situação se normalize. Os atendimentos eletivos sãoaqueles programados, marcados previamente, não sendo considerados de urgência eemergência.Os serviços de saúde que compõe a RCPD do SUS-MG, prestam atendimento nasmodalidades de reabilitação intelectual, auditiva, visual, física, ostomia e/ou em múltiplasdeficiências e possuem caráter eletivo. Estes serviços foram suspensos temporariamenteou parcialmente em todo o estado para evitar ou reduzir ao máximo a exposição dosusuários ao novo coronavírus. Ressalta-se que esses serviços são locais de grandetrânsito de pessoas, com diversas enfermidades e níveis de vulnerabilidade imunológica diferenciados."
,PCD | Eu perderei minha vaga no serviço de reabilitação caso eu não compareça?,Você não perderá sua vaga. A continuidade de sua reabilitação está garantida assimque os serviços retornarem.
,PCD | O que eu posso fazer neste período sem reabilitação?,"O sucesso da reabilitação depende não apenas dos profissionais, mas também deesforços individuais e da família. Neste momento é importante focar no que pode ser feitoem casa com auxílio de familiares e cuidadores. Faça os exercícios, atividades e tarefaspropostas pela equipe de reabilitação ao longo das sessões de reabilitação realizadas atéo momento.Caso o seu serviço de reabilitação de referência estabeleça uma forma de contato portelefone, e-mail ou redes sociais neste período, não hesite em tirar suas dúvidas."
,,
Classificação (Marinha),Sentença,Resposta
,O que são coronavírus?,"Os coronavírus (CoV) compõem uma grande família de vírus, que receberam esse nome devido às espículas na sua superfície, que lembram uma coroa. Têm potencial de transmissão entre animais e humanos e podem causar, no homem, desde um resfriado comum até síndromes respiratórias graves, como a síndrome respiratória aguda grave (SARS, do inglês Severe Acute Respiratory Syndrome) e a síndrome respiratória do Oriente Médio (MERS, do inglês Middle East Respiratory Syndrome)."
