,perguntas,respostas,,,
685, quais sao os sintomas da covid-19?,"Os sintomas mais comuns são febre, cansaço e tosse seca. Alguns pacientes podem ter dores, congestão nasal, coriza ou dor de garganta. Esses sintomas, geralmente, são leves e começam gradualmente.A maioria das pessoas são infectadas, mas não apresentam sintomas e não se sentem mal, cerca de 86% segundo a revista Science. A maioria das pessoas sintomáticas (cerca de 80%) se recupera da doença sem precisar de tratamento especial. Cerca de 20% das pessoas infectadas necessitará de internação e 5% provavelmente precisará de um leito em terapia intensiva.As pessoas idosas (acima de 65 anos) e as pessoas com problemas médicos subjacentes, como pressão alta, problemas cardíacos e pulmonares ou renais, portadores de deficiência na imunidade ou diabetes, têm maior probabilidade de desenvolver doenças graves. Pessoas com febre, tosse e dificuldade em respirar devem procurar atendimento médico.",,,
686, como a covid-19 e transmitida?,"O novo coronavírus, que causa a COVID-19, pode ser transmitido entre pessoas. A doença pode se espalhar por meio de pequenas gotículas do nariz ou da boca – expelidas por uma pessoa com COVID-19 quando tosse ou espirra, por exemplo. Essas gotículas depositam-se em objetos e superfícies ao redor da pessoa. Outras pessoas se contaminam tocando esses objetos ou superfícies e depois tocando nos olhos, nariz ou boca.",,,
687," tenho procedimentos agendados no hospital (exames, cirurgias etc.). como devo proceder?","Não há necessidade de suspender exames ou procedimentos agendados no Einstein. Somente em casos indicados por equipe médica, devem permanecer em seus domicílios - não realizando exames ou procedimentos.",,,
688, devo me preocupar com a covid-19?,"Não é necessário pânico, no entanto é compreensível que você tema pela situação. É uma boa ideia se inteirar das informações oficiais, que vão ajudá-lo a determinar com precisão seus riscos, para que você possa tomar precauções razoáveis. Seu médico e as autoridades nacionais de saúde pública são fontes potenciais de informações precisas sobre a COVID-19.Caso esteja em uma área onde há um surto de COVID-19, você precisará levar a sério o risco de infecção. Siga os conselhos emitidos pelas autoridades sanitárias nacionais e locais. Embora para a maioria das pessoas a COVID-19 cause apenas doenças leves, pode deixar algumas pessoas muito doentes. Pessoas idosas e pessoas com condições médicas pré-existentes parecem ser mais vulneráveis.",,,
689, quanto tempo dura o periodo de incubacao da covid-19?,"O ""período de incubação"" significa o tempo entre a contaminação pelo vírus e o início dos sintomas da doença. A maioria das estimativas do período de incubação do coronavírus da COVID-19 varia de 2 a 14 dias, geralmente em torno de cinco dias. Essas estimativas serão atualizadas à medida que mais dados estiverem disponíveis.",,,
690, quanto tempo o virus sobrevive nas superficies?,"Não se sabe. Já existem alguns estudos preliminares sobre quanto tempo o vírus que causa a COVID-19 sobrevive na superfície - ele parece se comportar como outros coronavírus. Esses estudos sugerem que os coronavírus (incluindo informações preliminares sobre o vírus que causa a COVID-19) podem persistir nas superfícies por algumas horas. Isso pode variar sob diferentes condições, como o tipo de superfície, temperatura ou umidade do ambiente.Caso você suspeite que uma superfície pode estar contaminada, limpe-a com um desinfetante simples para matar o vírus e proteger a si e aos outros. Higienize as mãos com álcool gel a 70% ou água e sabonete. Evite tocar nos olhos, boca ou nariz.",,,
691, existe algo que eu nao deva fazer?,"As seguintes medidas NÃO são eficazes contra a COVID-2019 e podem ser prejudiciais:
Tabagismo
Tomar remédios tradicionais à base de plantas
Usar várias máscaras sobrepostas
Automedicar-se, por exemplo, com antibióticos
TabagismoTomar remédios tradicionais à base de plantasUsar várias máscaras sobrepostasAutomedicar-se, por exemplo, com antibióticosPacientes assintomáticos não devem procurar os serviços de pronto atendimento. O exame não esta indicado para pessoas que não apresentem sintomas respiratórios, mesmo que tenham retornado do exterior ou tenham contato com alguém que voltou do exterior. O ambiente de pronto atendimento, neste momento, apresenta demanda aumentada e os recursos estão sendo dirigidos para os pacientes que possuem se encaixem nos  em critérios com  risco elevado de complicações efetivamente necessitam de diagnostico.De qualquer forma, caso você tenha febre, tosse e dificuldade para respirar, procure o pronto atendimento médico com antecedência para reduzir o risco de desenvolver uma infecção mais grave. e compartilhe seu histórico de viagens recente com o seu médico.",,,
692, existe uma frequencia das atualizacoes/revisoes das recomendacoes?,"Serão feitas quando necessário. Estamos atentos às mudanças e evolução do novo coronavírus no mundo e alinhados com as recomendações do Ministério da Saúde, Organização Mundial da Saúde (OMS), Centers for Disease Control and Prevention (CDC), dos EUA, e outras instituições e organizações de saúde. Neste contexto, adequações podem ser tomadas a qualquer momento para atender aos novos cenários, desafios e mudanças.",,,
693, pacientes suspeitos ou confirmados de covid-19 podem receber visita? ,As visitas estão proibidas – tanto no isolamento domiciliar como no hospital.,,,
694, o que fazer caso a presenca do acompanhante seja essencial?,"Caso seja essencial a visita ou presença do acompanhante será permitida a partir de critérios pré-definidos, eles devem utilizar máscara cirúrgica N95 (respirador), avental e luvas enquanto estiverem dentro do quarto/box com o paciente - restringindo ao tempo mínimo possível a permanência.No hospital, a equipe de enfermagem local deve fazer a orientação para colocação e retirada de equipamentos de proteção, como máscaras,luvas, avental  e a higiene das mãos. Idosos, portadores de doenças que reduzam imunidade, como câncer, radioterapia, quimioterapia, transplantados, pessoas que convivem com HIV, grávidas  e pessoas com  febre e/ou sintomas respiratórios, como tosse, coriza, congestão nasal não devem participar das visitas desnecessariamente e não devem ser acompanhantes de casos suspeitos ou confirmados.Idosos e portadores de deficiência na imunidade, não devem ser acompanhantes pelo risco de aquisição da infecção.Além disso, no hospital os acompanhantes não devem permanecer no ambiente durante procedimentos que gerem aerossol, como intubação traqueal, ventilação não invasiva, traqueostomia, ressuscitação cardiopulmonar, inalação, ventilação manual antes da intubação e broncoscopia.",,,
695, a organizacao mundial da saude (oms) declarou uma pandemia do novo coronavirus. o que isso representa?,"Do ponto de vista prático, nada. As medidas de prevenção e proteção para a população continuam as mesmas - determinadas pela OMS. Esta declaração, porém, facilita ações governamentais do ponto de vista da vigilância epidemiológica. Isso quer dizer que a ameaça representada pelo vírus é a mesma, mas que a fase de tentativa de impedir a entrada da doença nos países onde não há transmissão terminou.O que o atual momento requer dos governos medidas para minimizar a transmissão comunitária, afim de diminuir e atrasar o pico da epidemia local, para que os serviços de saúde possam lidar com a demanda de um maior numero de pacientes, sem que faltem recursos ou leitos. O que significa que as pessoas devem ficar em casa o máximo possível.",,,
696, o que significa uma pandemia?,"Descreve uma situação em que uma doença infecciosa ameaça simultaneamente muitas pessoas pelo mundo. Não tem ligação com a gravidade da doença, mas pela abrangência geográfica.",,,
697, posso fazer escleroterapia em tempos de covid-?,Converse com o seu médico sobre as medidas de segurança oferecidas para a realização deste procedimento eletivo.,,,
698, estou com covid-19. posso consumir carne de porco?,Não há restrições alimentares relacionadas a Covid-19.  ,,,
699, faco uso do citrato de tofacitinibe para artrite. tenho que parar de tomar por conta do novo coronavirus?,Nenhuma medicação de uso contínuo deve ser suspensa sem indicação médica.É importante sempre consultar seu médico.,,,
700, devemos ficar em casa para nos proteger?,"O distanciamento social é uma medida comportamental importantíssima neste momento, não só para a proteção individual, mas para diminuir a velocidade da propagação do vírus. Se você puder trabalhar de casa e/ou sair pouco ou nada de casa, faça isso! Caso necessário, procure frequentar farmácias, supermercados ou qualquer outro comércio em horários alternativos.",,,
701, o que posso fazer para me proteger e evitar a propagacao da doenca?,"
Higienize regularmente as mãos com álcool gel 70% ou água e sabonete.
Mantenha, pelo menos, 2 metros de distância entre você e qualquer pessoa que esteja tossindo ou espirrando. Quando alguém tosse ou espirra, elimina pequenas gotas do nariz ou da boca, que podem conter o vírus.
Evite tocar nos olhos, nariz e boca. As mãos tocam muitas superfícies e podem pegar carregar o vírus.
Cubra a boca e o nariz quando tossir ou espirrar, preferencialmente com lenço descartável. Em seguida, descarte-o imediatamente e higienize as mãos.
Fique em casa se não se sentir bem. Se você tiver febre, tosse e dificuldade em respirar, procure atendimento médico e ligue para o seu médico. Siga as instruções da sua autoridade sanitária local. As autoridades nacionais e locais terão as informações mais atualizadas sobre a situação em sua área. Ligar com antecedência permitirá que seu médico o direcione rapidamente para o centro de saúde certo. Isso também vai protegê-lo e ajudar a evitar a propagação de vírus e outras infecções.
Mantenha-se informado sobre as últimas informações sobre a COVID-19. Siga as recomendações do seu médico, da sua autoridade nacional e local de saúde pública ou do seu empregador sobre como proteger a si e aos outros da COVID-19. As autoridades nacionais e locais terão as informações mais atualizadas sobre se a COVID-19 está se espalhando em sua área.
Higienize regularmente as mãos com álcool gel 70% ou água e sabonete.Mantenha, pelo menos, 2 metros de distância entre você e qualquer pessoa que esteja tossindo ou espirrando. Quando alguém tosse ou espirra, elimina pequenas gotas do nariz ou da boca, que podem conter o vírus.Evite tocar nos olhos, nariz e boca. As mãos tocam muitas superfícies e podem pegar carregar o vírus.Cubra a boca e o nariz quando tossir ou espirrar, preferencialmente com lenço descartável. Em seguida, descarte-o imediatamente e higienize as mãos.Fique em casa se não se sentir bem. Se você tiver febre, tosse e dificuldade em respirar, procure atendimento médico e ligue para o seu médico. Siga as instruções da sua autoridade sanitária local. As autoridades nacionais e locais terão as informações mais atualizadas sobre a situação em sua área. Ligar com antecedência permitirá que seu médico o direcione rapidamente para o centro de saúde certo. Isso também vai protegê-lo e ajudar a evitar a propagação de vírus e outras infecções.Mantenha-se informado sobre as últimas informações sobre a COVID-19. Siga as recomendações do seu médico, da sua autoridade nacional e local de saúde pública ou do seu empregador sobre como proteger a si e aos outros da COVID-19. As autoridades nacionais e locais terão as informações mais atualizadas sobre se a COVID-19 está se espalhando em sua área.",,,
